4.2426474947	0.3399582841	4.2422631124	0.3399440212	56.3519693517	4.1856902497	0.3492658751	4.1841590336	0.3491282849	111.4663008932
4.2427659436	0.3399629906	4.2426474947	0.3399582841	56.3519693517	4.1868328917	0.3493707294	4.1856902497	0.3492658751	111.4663008932
4.2429794682	0.3399697326	4.2467063981	0.3400818193	56.3519693517	4.1886130178	0.3495262169	4.1910150171	0.3497405692	111.4663008932
4.2478507665	0.3401191932	4.2467063981	0.3400818193	56.3519693517	4.1868328917	0.3493707294	4.1886130178	0.3495262169	111.4663008932
4.2429794682	0.3399697326	4.2427659436	0.3399629906	56.3519693517	4.1799329073	0.3487345717	4.1775868676	0.3485160007	111.4663008932
4.2496741611	0.3401635836	4.2508843121	0.3401910239	56.3519693517	4.1817480688	0.3489072235	4.1799329073	0.3487345717	111.4663008932
4.2529355894	0.3402427288	4.2508843121	0.3401910239	56.3519693517	4.1827957038	0.3490021349	4.1841590336	0.3491282849	111.4663008932
4.2496741611	0.3401635836	4.2478507665	0.3401191932	56.3519693517	4.1817480688	0.3489072235	4.1827957038	0.3490021349	111.4663008932
4.255830872	0.340292654	4.2580204123	0.3403306148	56.3519693517	4.1714508473	0.3479190783	4.1712963292	0.3479037164	111.4663008932
4.255830872	0.340292654	4.2552221146	0.3402809757	56.3519693517	4.171578423	0.3479320161	4.1714508473	0.3479190783	111.4663008932
4.2529355894	0.3402427288	4.2552221146	0.3402809757	56.3519693517	4.1727771591	0.3480480611	4.1742683436	0.3481920964	111.4663008932
4.26151774	0.3403651487	4.2631052352	0.3403794488	56.3519693517	4.1766632459	0.3484281994	4.1742683436	0.3481920964	111.4663008932
4.26151774	0.3403651487	4.2597686646	0.3403457913	56.3519693517	4.1727771591	0.3480480611	4.171578423	0.3479320161	111.4663008932
4.2580204123	0.3403306148	4.2597686646	0.3403457913	56.3519693517	4.1770728147	0.3484666828	4.1775868676	0.3485160007	111.4663008932
4.2667682129	0.3403850953	4.2681900581	0.3403853333	56.3519693517	4.1766632459	0.3484281994	4.1770728147	0.3484666828	111.4663008932
4.2667682129	0.3403850953	4.2645720106	0.3403796851	56.3519693517	4.1659381387	0.3473583176	4.1652887137	0.3472914322	111.4663008932
4.2631052352	0.3403794488	4.2645720106	0.3403796851	56.3519693517	4.1664936001	0.3474166581	4.1659381387	0.3473583176	111.4663008932
4.2716357593	0.3403589321	4.273274881	0.340343782	56.3519693517	4.1687001453	0.3476380173	4.1712963292	0.3479037164	111.4663008932
4.2716357593	0.3403589321	4.2697230385	0.3403717131	56.3519693517	4.1664936001	0.3474166581	4.1687001453	0.3476380173	111.4663008932
4.2681900581	0.3403853333	4.2697230385	0.3403717131	56.3519693517	4.160515675	0.34678669	4.1595076507	0.3466791479	111.4663008932
4.2761643509	0.3402919541	4.2783597039	0.3402496055	56.3519693517	4.1614087772	0.3468838339	4.160515675	0.34678669	111.4663008932
4.2761643509	0.3402919541	4.2753605425	0.3403051625	56.3519693517	4.1632254374	0.3470726807	4.1652887137	0.3472914322	111.4663008932
4.273274881	0.340343782	4.2753605425	0.3403051625	56.3519693517	4.1614087772	0.3468838339	4.1632254374	0.3470726807	111.4663008932
4.2804076071	0.3401906176	4.2817541278	0.3401475691	56.3519693517	4.1551832249	0.3462042236	4.1539401929	0.3460668637	111.4663008932
4.2834445268	0.3400967677	4.2817541278	0.3401475691	56.3519693517	4.1563239543	0.3463327118	4.1551832249	0.3462042236	111.4663008932
4.2804076071	0.3401906176	4.2783597039	0.3402496055	56.3519693517	4.1578425908	0.3464962827	4.1595076507	0.3466791479	111.4663008932
4.2870449423	0.3399440212	4.2843977525	0.340058803	56.3519693517	4.1563239543	0.3463327118	4.1578425908	0.3464962827	111.4663008932
4.2843977525	0.340058803	4.2834445268	0.3400967677	56.3519693517	4.1499403749	0.345610968	4.1485739182	0.3454545794	111.4663008932
4.2313558678	0.3394811022	4.2282849145	0.339331737	56.3519693517	4.1512391314	0.3457624424	4.1499403749	0.345610968	111.4663008932
4.2325962978	0.3395448695	4.2313558678	0.3394811022	56.3519693517	4.1525512621	0.3459088647	4.1539401929	0.3460668637	111.4663008932
4.2353673569	0.3396654115	4.2376811207	0.3397686778	56.3519693517	4.1512391314	0.3457624424	4.1525512621	0.3459088647	111.4663008932
4.2353673569	0.3396654115	4.2350362417	0.3396502176	56.3519693517	4.1447865367	0.3450069942	4.1433969283	0.3448422952	111.4663008932
4.2325962978	0.3395448695	4.2350362417	0.3396502176	56.3519693517	4.1461543085	0.3451721589	4.1447865367	0.3450069942	111.4663008932
4.2388003558	0.3398092496	4.2422631124	0.3399440212	56.3519693517	4.147350924	0.3453104901	4.1485739182	0.3454545794	111.4663008932
4.2376811207	0.3397686778	4.2388003558	0.3398092496	56.3519693517	4.1461543085	0.3451721589	4.147350924	0.3453104901	111.4663008932
